9075,"Johnson Creek","Wisconsin\"
9076,"Williamsburg","Iowa\"
9077,"Edgewood","Pennsylvania\"
9078,"Edgewood","Florida\"
9079,"Byrnes Mill","Missouri\"
9080,"Dover","Florida\"
9081,"The Plains","Ohio\"
9082,"Midway","Florida\"
9083,"Goffstown","New Hampshire\"
9084,"Stanton","Texas\"
9085,"Providence","Kentucky\"
9086,"Munsons Corners","New York\"
9087,"Milford","Iowa\"
9088,"Grand Point","Louisiana\"
9089,"Hokendauqua","Pennsylvania\"
9090,"Val Verde","California\"
9091,"Benson","Minnesota\"
9092,"Pearl Beach","Michigan\"
9093,"St. Charles","Minnesota\"
9094,"Iron River","Michigan\"
9095,"Raymond","New Hampshire\"
9096,"Sutter","California\"
9097,"Palmer Lake","Colorado\"
9098,"San Miguel","California\"
9099,"Thomasville","Alabama\"
9100,"Paris","Arkansas\"
9101,"Wisconsin Dells","Wisconsin\"
9102,"Nashville","Illinois\"
9103,"Jarrettsville","Maryland\"
9104,"Winnebago","Illinois\"
9105,"Enochville","North Carolina\"
9106,"Penrose","Colorado\"
9107,"Royston","Georgia\"
9108,"Milton","Delaware\"
9109,"Shenandoah","Texas\"
9110,"Havana","Illinois\"
9111,"Genoa City","Wisconsin\"
9112,"Penbrook","Pennsylvania\"
9113,"Combes","Texas\"
9114,"Monument Beach","Massachusetts\"
9115,"Chevy Chase","Maryland\"
9116,"Park Hills","Kentucky\"
9117,"Hawaiian Acres","Hawaii\"
9118,"Oak Trail Shores","Texas\"
9119,"Paramount-Long Meadow","Maryland\"
9120,"Sumner","Illinois\"
9121,"Buckner","Missouri\"
9122,"Eielson AFB","Alaska\"
9123,"Nags Head","North Carolina\"
9124,"Ferris","Texas\"
9125,"Sherrill","New York\"
9126,"Smithsburg","Maryland\"
9127,"Keeseville","New York\"
9128,"Eleele","Hawaii\"
9129,"Blackstone","Virginia\"
9130,"Bayfield","Colorado\"
9131,"Akron","New York\"
9132,"New Britain","Pennsylvania\"
9133,"Hayti","Missouri\"
9134,"Fairview","North Carolina\"
9135,"Indian Hills","Kentucky\"
9136,"Vista Santa Rosa","California\"
9137,"Yountville","California\"
9138,"New Richmond","Ohio\"
9139,"Beulah","North Dakota\"
9140,"Newberry","Michigan\"
9141,"Desert Aire","Washington\"
9142,"Philippi","West Virginia\"
9143,"Evansville","Wyoming\"
9144,"Woodbury Heights","New Jersey\"
9145,"Andrews AFB","Maryland\"
9146,"Irvine","Kentucky\"
9147,"Sonterra","Texas\"
9148,"Ocean Grove","Massachusetts\"
9149,"Kenova","West Virginia\"
9150,"Bal Harbour","Florida\"
9151,"Jacksonwald","Pennsylvania\"
9152,"Penngrove","California\"
9153,"Springfield","Kentucky\"
9154,"Agua Fria","New Mexico\"
9155,"Indian Hills","Texas\"
9156,"Southern Shores","North Carolina\"
9157,"West","Texas\"
9158,"Lykens","Pennsylvania\"
9159,"Lucerne","California\"
9160,"Hopkins","South Carolina\"
9161,"Algoma","Wisconsin\"
9162,"Inverness Highlands North","Florida\"
9163,"Summit Hill","Pennsylvania\"
9164,"Hamilton","Texas\"
9165,"Boutte","Louisiana\"
9166,"North Barrington","Illinois\"
9167,"Window Rock","Arizona\"
9168,"Big Coppitt Key","Florida\"
9169,"Beaver","Utah\"
9170,"Deer Lodge","Montana\"
9171,"Flemingsburg","Kentucky\"
9172,"Ramseur","North Carolina\"
9173,"Graymoor-Devondale","Kentucky\"
9174,"Springdale","Maryland\"
9175,"Louisiana","Missouri\"
9176,"Hyde Park","Pennsylvania\"
9177,"Westville","Illinois\"
9178,"Horace","North Dakota\"
9179,"East Gaffney","South Carolina\"
9180,"Bunnell","Florida\"
9181,"National Park","New Jersey\"
9182,"Ozona","Texas\"
9183,"Trenton","Florida\"
9184,"Pioneer Village","Kentucky\"
9185,"East Greenville","Pennsylvania\"
9186,"Malakoff","Texas\"
9187,"Eunice","New Mexico\"
9188,"Dresden","Tennessee\"
9189,"Raoul","Georgia\"
9190,"Iuka","Mississippi\"
9191,"Seagraves","Texas\"
9192,"Newton","Illinois\"
9193,"Watkinsville","Georgia\"
9194,"North Lakeville","Massachusetts\"
9195,"Port Richey","Florida\"
9196,"Haskell","Texas\"
9197,"Liberty Hill","Texas\"
9198,"Sterlington","Louisiana\"
9199,"Winchester","California\"
9200,"Lake Wissota","Wisconsin\"
9201,"Barton Creek","Texas\"
9202,"North Sioux City","South Dakota\"
9203,"Springville","Alabama\"
9204,"Potala Pastillo","Puerto Rico\"
9205,"Potosi","Texas\"
9206,"Rhinebeck","New York\"
9207,"Weedsport","New York\"
9208,"Canadian Lakes","Michigan\"
9209,"Williston","South Carolina\"
9210,"Eagle Grove","Iowa\"
9211,"Nocona","Texas\"
9212,"Wyldwood","Texas\"
9213,"Simpsonville","Kentucky\"
9214,"Churchill","Pennsylvania\"
9215,"East Syracuse","New York\"
9216,"Clarksville","Texas\"
9217,"Florida","New York\"
9218,"Rossmoor","New Jersey\"
9219,"Minden","Nebraska\"
9220,"Cornwall-on-Hudson","New York\"
9221,"Norco","Louisiana\"
9222,"Pleasant Gap","Pennsylvania\"
9223,"La Selva Beach","California\"
9224,"Loogootee","Indiana\"
9225,"Hooks","Texas\"
9226,"Chenango Bridge","New York\"
9227,"New Hope","Alabama\"
9228,"Chaffee","Missouri\"
9229,"Woodlynne","New Jersey\"
9230,"Strathmore","California\"
9231,"Marysville","Kansas\"
9232,"Lakeview","Oregon\"
9233,"Castle Rock","Washington\"
9234,"Greenbriar","Florida\"
9235,"Galena","Illinois\"
9236,"Girard","Pennsylvania\"
9237,"Hortonville","Wisconsin\"
9238,"Tonkawa","Oklahoma\"
9239,"La Dolores","Puerto Rico\"
9240,"Seaside Heights","New Jersey\"
9241,"Murfreesboro","North Carolina\"
9242,"La Fayette","Alabama\"
9243,"Day Heights","Ohio\"
9244,"Holly Hills","Colorado\"
9245,"Indialantic","Florida\"
9246,"Elizabethtown","North Carolina\"
9247,"Brighton","Tennessee\"
9248,"East Douglas","Massachusetts\"
9249,"Womelsdorf","Pennsylvania\"
9250,"Hartley","California\"
9251,"Louisville","Georgia\"
9252,"Meadow Glade","Washington\"
9253,"Wise","Virginia\"
9254,"Walsenburg","Colorado\"
9255,"DeWitt","Arkansas\"
9256,"Oxoboxo River","Connecticut\"
9257,"New Madrid","Missouri\"
9258,"Sands Point","New York\"
9259,"Cordaville","Massachusetts\"
9260,"Eagle Lake","Florida\"
9261,"Spring Lake","New Jersey\"
9262,"Wanakah","New York\"
9263,"Roslyn","New York\"
9264,"East Norwich","New York\"
9265,"Fairbanks Ranch","California\"
9266,"Brillion","Wisconsin\"
9267,"Acres Green","Colorado\"
9268,"Poplarville","Mississippi\"
9269,"Jacksonville","Oregon\"
9270,"Westhampton","New York\"
9271,"Hildale","Utah\"
9272,"Parowan","Utah\"
9273,"Gladwin","Michigan\"
9274,"Tularosa","New Mexico\"
9275,"North Shore","California\"
9276,"Marks","Mississippi\"
9277,"Valley","Nebraska\"
9278,"West Burlington","Iowa\"
9279,"Seminole Manor","Florida\"
9280,"Bowling Green","Florida\"
9281,"Fairfield Harbour","North Carolina\"
9282,"Wewoka","Oklahoma\"
9283,"Somerset","Wisconsin\"
9284,"Lake Royale","North Carolina\"
9285,"Lake Nacimiento","California\"
9286,"Lawnside","New Jersey\"
9287,"Northeast Ithaca","New York\"
9288,"Great Neck Estates","New York\"
9289,"Feasterville","Pennsylvania\"
9290,"Norton Center","Massachusetts\"
9291,"Corning","Arkansas\"
9292,"Cherry Valley","Illinois\"
9293,"Brandenburg","Kentucky\"
9294,"Chincoteague","Virginia\"
9295,"Golden Beach","Maryland\"
9296,"Bartlett","Texas\"
9297,"Pittsfield","Maine\"
9298,"Williamson","West Virginia\"
9299,"Sale Creek","Tennessee\"
9300,"Niantic","Connecticut\"
9301,"Portageville","Missouri\"
9302,"Buckeye Lake","Ohio\"
9303,"Hanapepe","Hawaii\"
9304,"Wolfeboro","New Hampshire\"
9305,"La Villa","Texas\"
9306,"Venetian Village","Illinois\"
9307,"Bainbridge","Ohio\"
9308,"Williamstown","West Virginia\"
9309,"Sandwich","Massachusetts\"
9310,"Aguas Buenas","Puerto Rico\"
9311,"Shady Shores","Texas\"
9312,"Channel Islands Beach","California\"
9313,"Columbiana","Alabama\"
9314,"Mountain View","Arkansas\"
9315,"Soperton","Georgia\"
9316,"Knightstown","Indiana\"
9317,"Toftrees","Pennsylvania\"
9318,"Koloa","Hawaii\"
9319,"Brackettville","Texas\"
9320,"Lawrenceville","Virginia\"
9321,"Belle Meade","Tennessee\"
9322,"Youngwood","Pennsylvania\"
9323,"Oliver","Pennsylvania\"
9324,"Covington","Ohio\"
9325,"Oostburg","Wisconsin\"
9326,"Fairfax","Iowa\"
9327,"Lake City","Pennsylvania\"
9328,"Experiment","Georgia\"
9329,"Konterra","Maryland\"
9330,"Rushville","Illinois\"
9331,"Ellsworth","Wisconsin\"
9332,"Gold Beach","Oregon\"
9333,"Biscoe","North Carolina\"
9334,"Linden","Arizona\"
9335,"Mountville","Pennsylvania\"
9336,"Clayton","Alabama\"
9337,"Mount Orab","Ohio\"
9338,"Peterborough","New Hampshire\"
9339,"Meadowood","Pennsylvania\"
9340,"Eufaula","Oklahoma\"
9341,"Manatee Road","Florida\"
9342,"Woodlawn Beach","Florida\"
9343,"Arcade","New York\"
9344,"Hopkinton","Massachusetts\"
9345,"Poplar","Montana\"
9346,"Lucedale","Mississippi\"
9347,"Hacienda San José","Puerto Rico\"
9348,"Midway South","Texas\"
9349,"Almont","Michigan\"
9350,"Mount Morris","Michigan\"
9351,"Belchertown","Massachusetts\"
9352,"Chico","Washington\"
9353,"Hypoluxo","Florida\"
9354,"West Grove","Pennsylvania\"
9355,"Statham","Georgia\"
9356,"Central Heights-Midland City","Arizona\"
9357,"Jean Lafitte","Louisiana\"
9358,"Lakeland","Georgia\"
9359,"West Ishpeming","Michigan\"
9360,"Ashland","Nebraska\"
9361,"Thayer","Missouri\"
9362,"North Boston","New York\"
9363,"Williams","Arizona\"
9364,"Drumright","Oklahoma\"
9365,"Stigler","Oklahoma\"
9366,"Crown Heights","New York\"
9367,"Mountain Iron","Minnesota\"
9368,"Canadian","Texas\"
9369,"Granite Hills","California\"
9370,"Kings Beach","California\"
9371,"Winner","South Dakota\"
9372,"Amesti","California\"
9373,"Riverview","Missouri\"
9374,"North Catasauqua","Pennsylvania\"
9375,"Apison","Tennessee\"
9376,"St. Clair","Pennsylvania\"
9377,"Ellsworth","Kansas\"
9378,"Lake City","Georgia\"
9379,"Gambrills","Maryland\"
9380,"Vivian","Louisiana\"
9381,"Holly Ridge","North Carolina\"
9382,"David City","Nebraska\"
9383,"Pleasant Hill","Pennsylvania\"
9384,"Watonga","Oklahoma\"
9385,"Stamford","Texas\"
9386,"Moscow","Pennsylvania\"
9387,"Warsaw","New York\"
9388,"Lyndonville","Vermont\"
9389,"Brush Prairie","Washington\"
9390,"Carrabelle","Florida\"
9391,"Delhi","New York\"
9392,"Homedale","Idaho\"
9393,"Westminster","Louisiana\"
9394,"Lodi","Ohio\"
9395,"Perkins","Oklahoma\"
9396,"Minster","Ohio\"
9397,"Owensville","Missouri\"
9398,"Milaca","Minnesota\"
9399,"Blountville","Tennessee\"
9400,"Wilton","Iowa\"
9401,"Bar Nunn","Wyoming\"
9402,"Luzerne","Pennsylvania\"
9403,"Escatawpa","Mississippi\"
9404,"Watergate","Florida\"
9405,"Halfway House","Pennsylvania\"
9406,"Lesslie","South Carolina\"
9407,"Wolfdale","Pennsylvania\"
9408,"Staples","Minnesota\"
9409,"Woodbury","Tennessee\"
9410,"San Miguel","California\"
9411,"Douglas","Michigan\"
9412,"Kenhorst","Pennsylvania\"
9413,"Sixteen Mile Stand","Ohio\"
9414,"Roseau","Minnesota\"
9415,"Richmond","Utah\"
9416,"Lanai City","Hawaii\"
9417,"Lake Helen","Florida\"
9418,"Brockway","Pennsylvania\"
9419,"Bushnell","Illinois\"
9420,"Wernersville","Pennsylvania\"
9421,"Warden","Washington\"
9422,"Bennett","Colorado\"
9423,"Fraser","Colorado\"
9424,"Sneads Ferry","North Carolina\"
9425,"Lakewood","New York\"
9426,"Seward","Alaska\"
9427,"Waterford","Connecticut\"
9428,"Davis","Oklahoma\"
9429,"Mount Healthy Heights","Ohio\"
9430,"Montana City","Montana\"
9431,"Lake Arthur","Louisiana\"
9432,"West Portsmouth","Ohio\"
9433,"Village of Grosse Pointe Shores","Michigan\"
9434,"Harbor Bluffs","Florida\"
9435,"Rineyville","Kentucky\"
9436,"Beach City","Texas\"
9437,"Dallas","Pennsylvania\"
9438,"North Kingsville","Ohio\"
9439,"Guntown","Mississippi\"
9440,"Arcola","Illinois\"
9441,"Weatogue","Connecticut\"
9442,"Gloverville","South Carolina\"
9443,"West Hammond","New Mexico\"
9444,"Marshville","North Carolina\"
9445,"Grantville","Georgia\"
9446,"Las Lomas","Texas\"
9447,"Little Flock","Arkansas\"
9448,"Alianza","Puerto Rico\"
9449,"Knob Noster","Missouri\"
9450,"Colfax","Washington\"
9451,"Schulenburg","Texas\"
9452,"Lula","Georgia\"
9453,"Rising Sun","Maryland\"
9454,"Sisters","Oregon\"
9455,"Fearrington Village","North Carolina\"
9456,"Munising","Michigan\"
9457,"Walton","New York\"
9458,"South Padre Island","Texas\"
9459,"Allendale","South Carolina\"
9460,"Brighton","Alabama\"
9461,"Westfield","New York\"
9462,"Harveys Lake","Pennsylvania\"
9463,"Caruthers","California\"
9464,"Sublimity","Oregon\"
9465,"Port Ludlow","Washington\"
9466,"Vinton","Louisiana\"
9467,"Voorheesville","New York\"
9468,"Bethel Heights","Arkansas\"
9469,"Clever","Missouri\"
9470,"Troutman","North Carolina\"
9471,"Albany","Minnesota\"
9472,"Stansberry Lake","Washington\"
9473,"Marietta","Oklahoma\"
9474,"Hudson","Colorado\"
9475,"Ithaca","Michigan\"
9476,"Kalkaska","Michigan\"
9477,"Luyando","Puerto Rico\"
9478,"Big Lake","Alaska\"
9479,"Ford City","Pennsylvania\"
9480,"Pawnee","Illinois\"
9481,"Hidden Springs","Idaho\"
9482,"Tainter Lake","Wisconsin\"
9483,"Central City","Nebraska\"
9484,"Lakeside Park","Kentucky\"
9485,"Gervais","Oregon\"
9486,"Loris","South Carolina\"
9487,"Talty","Texas\"
9488,"Platteville","Colorado\"
9489,"Dixon Lane-Meadow Creek","California\"
9490,"Soda Springs","Idaho\"
9491,"East Hampton","Connecticut\"
9492,"Geneva","Florida\"
9493,"Windsor","Virginia\"
9494,"Westworth Village","Texas\"
9495,"Mariano Colón","Puerto Rico\"
9496,"Wilson's Mills","North Carolina\"
9497,"Clarence","New York\"
9498,"Fairmount","Indiana\"
9499,"Tangelo Park","Florida\"
9500,"Mission Canyon","California\"
9501,"Park View","Iowa\"
9502,"Kulpmont","Pennsylvania\"
9503,"Blue Hills","Connecticut\"
9504,"Plainsboro Center","New Jersey\"
9505,"Potterville","Michigan\"
9506,"Sells","Arizona\"
9507,"Coventry Lake","Connecticut\"
9508,"Norway","Michigan\"
9509,"Horseheads North","New York\"
9510,"Burnettown","South Carolina\"
9511,"Crest","California\"
9512,"Refugio","Texas\"
9513,"Luverne","Alabama\"
9514,"Boxford","Massachusetts\"
9515,"Dayton","Oregon\"
9516,"Amery","Wisconsin\"
9517,"Wailua","Hawaii\"
9518,"Chester Heights","Pennsylvania\"
9519,"Shorewood Forest","Indiana\"
9520,"Odem","Texas\"
9521,"Coeburn","Virginia\"
9522,"Manchester","Pennsylvania\"
9523,"Gilman","Illinois\"
9524,"Oak Harbor","Ohio\"
9525,"Petersburg","West Virginia\"
9526,"Emajagua","Puerto Rico\"
9527,"Middlebush","New Jersey\"
9528,"Sylva","North Carolina\"
9529,"Wind Gap","Pennsylvania\"
9530,"Osseo","Minnesota\"
9531,"Dodge Center","Minnesota\"
9532,"Crescent City","Florida\"
9533,"Cajah's Mountain","North Carolina\"
9534,"Ballville","Ohio\"
9535,"Seven Fields","Pennsylvania\"
9536,"Palisade","Colorado\"
9537,"Lindsay","Oklahoma\"
9538,"Ava","Missouri\"
9539,"Springdale","South Carolina\"
9540,"Palmhurst","Texas\"
9541,"Snowmass Village","Colorado\"
9542,"Longtown","Oklahoma\"
9543,"Elm Creek","Texas\"
9544,"Pearisburg","Virginia\"
9545,"Kingston Springs","Tennessee\"
9546,"Evendale","Ohio\"
9547,"Garden View","Pennsylvania\"
9548,"Riverview Park","Pennsylvania\"
9549,"Moulton","Alabama\"
9550,"Knoxville","Illinois\"
9551,"Hartford","Kentucky\"
9552,"Weston","New Jersey\"
9553,"Weed","California\"
9554,"Cohasset","Minnesota\"
9555,"Alva","Florida\"
9556,"Polk City","Florida\"
9557,"Reynoldsville","Pennsylvania\"
9558,"Santa Rosa","Texas\"
9559,"Ashley","Pennsylvania\"
9560,"Homestead Valley","California\"
9561,"Aberdeen Proving Ground","Maryland\"
9562,"Youngsville","Pennsylvania\"
9563,"Fayetteville","West Virginia\"
9564,"Wentworth","North Carolina\"
9565,"Muse","Pennsylvania\"
9566,"North Browning","Montana\"
9567,"Ravenel","South Carolina\"
9568,"Shelby","Montana\"
9569,"Tobaccoville","North Carolina\"
9570,"Wellford","South Carolina\"
9571,"South Creek","Washington\"
9572,"Cambridge","Wisconsin\"
9573,"Hamilton","Illinois\"
9574,"West Sand Lake","New York\"
9575,"Greensboro","Georgia\"
9576,"Perryman","Maryland\"
9577,"Henrietta","Texas\"
9578,"Follansbee","West Virginia\"
9579,"Munsey Park","New York\"
9580,"Bonners Ferry","Idaho\"
9581,"Bermuda Run","North Carolina\"
9582,"Newport","Washington\"
9583,"Lakehurst","New Jersey\"
9584,"Lake Wilderness","Virginia\"
9585,"Walton Park","New York\"
9586,"Redwood","Oregon\"
9587,"Tomahawk","Wisconsin\"
9588,"Strasburg","Colorado\"
9589,"Carson","Washington\"
9590,"Jesup","Iowa\"
9591,"Desert Hills","Arizona\"
9592,"Norway","Maine\"
9593,"Lincoln","Maine\"
9594,"Brooklyn","Michigan\"
9595,"Moonachie","New Jersey\"
9596,"Grape Creek","Texas\"
9597,"Stroud","Oklahoma\"
9598,"Warm Beach","Washington\"
9599,"Glen Rose","Texas\"
9600,"St. Marys","Kansas\"
9601,"Havana","Florida\"
9602,"North Falmouth","Massachusetts\"
9603,"El Paso","Illinois\"
9604,"Scott AFB","Illinois\"
9605,"Lakeview Estates","Georgia\"
9606,"Piedra Aguza","Puerto Rico\"
9607,"Many","Louisiana\"
9608,"New Cordell","Oklahoma\"
9609,"Shell Point","South Carolina\"
9610,"Aspinwall","Pennsylvania\"
9611,"Montara","California\"
9612,"Cayucos","California\"
9613,"Drum Point","Maryland\"
9614,"White Salmon","Washington\"
9615,"Pine Air","Florida\"
9616,"Guilford","Pennsylvania\"
9617,"Timberville","Virginia\"
9618,"Sodus","New York\"
9619,"Solon","Iowa\"
9620,"Chandler","Oklahoma\"
9621,"Tusculum","Tennessee\"
9622,"Wendell","Idaho\"
9623,"Norton","Kansas\"
9624,"Strasburg","Ohio\"
9625,"Clinton","New Jersey\"
9626,"Gastonville","Pennsylvania\"
9627,"Jamestown","California\"
9628,"Abernathy","Texas\"
9629,"Electra","Texas\"
9630,"Tilton","Illinois\"
9631,"Bloomingdale","Georgia\"
9632,"Riverton","New Jersey\"
9633,"Grand Forks AFB","North Dakota\"
9634,"Butler","Indiana\"
9635,"Riverview","Delaware\"
9636,"Abbeville","Georgia\"
9637,"Dupont","Pennsylvania\"
9638,"Healdton","Oklahoma\"
9639,"Ford Heights","Illinois\"
9640,"Clayton","New Mexico\"
9641,"Valentine","Nebraska\"
9642,"Newport","Pennsylvania\"
9643,"Casey","Illinois\"
9644,"St. Helen","Michigan\"
9645,"Victor","New York\"
9646,"Kelly Ridge","California\"
9647,"Bloomfield","Iowa\"
9648,"Arcadia","Louisiana\"
9649,"Stanley","North Dakota\"
9650,"Chewelah","Washington\"
9651,"West Wyoming","Pennsylvania\"
9652,"Dalton","Ohio\"
9653,"Bel-Ridge","Missouri\"
9654,"Aguada","Puerto Rico\"
9655,"Leonardo","New Jersey\"
9656,"Circle D-KC Estates","Texas\"
9657,"Mohave Valley","Arizona\"
9658,"Cambridge Springs","Pennsylvania\"
9659,"Foley","Minnesota\"
9660,"Jemison","Alabama\"
9661,"Halesite","New York\"
9662,"East Lansdowne","Pennsylvania\"
9663,"Pine Mountain Lake","California\"
9664,"Morton","Pennsylvania\"
9665,"Grundy Center","Iowa\"
9666,"Chetek","Wisconsin\"
9667,"Newtown","Ohio\"
9668,"Poydras","Louisiana\"
9669,"Bath","Pennsylvania\"
9670,"Georgetown","California\"
9671,"Montgomery","Minnesota\"
9672,"Oronogo","Missouri\"
9673,"Freer","Texas\"
9674,"Erda","Utah\"
9675,"Cathcart","Washington\"
9676,"Val Verde Park","Texas\"
9677,"Lochsloy","Washington\"
9678,"Trenton","Georgia\"
9679,"Kingman","Kansas\"
9680,"Six Mile Run","New Jersey\"
9681,"Dulce","New Mexico\"
9682,"El Lago","Texas\"
9683,"Arcola","Texas\"
9684,"Wilburton","Oklahoma\"
9685,"Terre du Lac","Missouri\"
9686,"Whittingham","New Jersey\"
9687,"Blasdell","New York\"
9688,"Hillsville","Virginia\"
9689,"West Bishop","California\"
9690,"Malvern","Ohio\"
9691,"Folly Beach","South Carolina\"
9692,"Summerset","South Dakota\"
9693,"Townsend","Delaware\"
9694,"Milford","New Jersey\"
9695,"Mount Vernon","Texas\"
9696,"Liberty","North Carolina\"
9697,"St. Maries","Idaho\"
9698,"Barnegat","New Jersey\"
9699,"Warsaw","Missouri\"
9700,"Geneva","Washington\"
9701,"Homer","Louisiana\"
9702,"Clifton","Tennessee\"
9703,"West Fork","Arkansas\"
9704,"Fayette","Missouri\"
9705,"Pablo","Montana\"
9706,"Bucksport","Maine\"
9707,"Lake Meade","Pennsylvania\"
9708,"Lexington","Minnesota\"
9709,"Delhi","Louisiana\"
9710,"Washoe Valley","Nevada\"
9711,"Floydada","Texas\"
9712,"Lake City","Arkansas\"
9713,"West Brattleboro","Vermont\"
9714,"Indian Springs","Georgia\"
9715,"Fillmore","Utah\"
9716,"Chatfield","Minnesota\"
9717,"Mathews","Louisiana\"
9718,"Granville","New York\"
9719,"Mountain View","Missouri\"
9720,"Hillsboro","Kansas\"
9721,"Mangum","Oklahoma\"
9722,"Castle Dale","Utah\"
9723,"Granite Falls","Minnesota\"
9724,"Hallam","Pennsylvania\"
9725,"Marquette Heights","Illinois\"
9726,"Round Lake Heights","Illinois\"
9727,"Reidsville","Georgia\"
9728,"Cumberland Center","Maine\"
9729,"Lakewood","South Carolina\"
9730,"Green Forest","Arkansas\"
9731,"Burlington","Ohio\"
9732,"De Leon Springs","Florida\"
9733,"Collierville","California\"
9734,"Fairmont","Illinois\"
9735,"Hernando Beach","Florida\"
9736,"Port Barre","Louisiana\"
9737,"Williams Bay","Wisconsin\"
9738,"Caledonia","Minnesota\"
9739,"Sandstone","Minnesota\"
9740,"Alturas","California\"
9741,"Russell Springs","Kentucky\"
9742,"Hallettsville","Texas\"
9743,"Alburtis","Pennsylvania\"
9744,"West Point","Virginia\"
9745,"Gleed","Washington\"
9746,"Hill 'n Dale","Florida\"
9747,"Hedwig Village","Texas\"
9748,"Spring Arbor","Michigan\"
9749,"Madawaska","Maine\"
9750,"McGovern","Pennsylvania\"
9751,"Welsh","Louisiana\"
9752,"Durham","Connecticut\"
9753,"University Park","Maryland\"
9754,"Dawson Springs","Kentucky\"
9755,"Dry Ridge","Ohio\"
9756,"Brownville","New Jersey\"
9757,"Freemansburg","Pennsylvania\"
9758,"Avoca","Pennsylvania\"
9759,"Dogtown","California\"
9760,"England","Arkansas\"
9761,"Provincetown","Massachusetts\"
9762,"Newton","Mississippi\"
9763,"Pembroke","Georgia\"
9764,"New Concord","Ohio\"
9765,"Glouster","Ohio\"
9766,"Thunderbolt","Georgia\"
9767,"Green Island","New York\"
9768,"East Quincy","California\"
9769,"Sutter Creek","California\"
9770,"Macon","Mississippi\"
9771,"Spencer","West Virginia\"
9772,"Imperial","Pennsylvania\"
9773,"Guilford Center","Connecticut\"
9774,"Green Park","Missouri\"
9775,"Merkel","Texas\"
9776,"Brusly","Louisiana\"
9777,"Ridgeway","Alaska\"
9778,"Bayview","California\"
9779,"Loudonville","Ohio\"
9780,"Clarcona","Florida\"
9781,"Glasco","New York\"
9782,"Herald Harbor","Maryland\"
9783,"Turley","Oklahoma\"
9784,"Jaffrey","New Hampshire\"
9785,"Abita Springs","Louisiana\"
9786,"Bella Vista","California\"
9787,"Bridgeport","Washington\"
9788,"Deltana","Alaska\"
9789,"Thomaston","New York\"
9790,"Hawthorne","Nevada\"
9791,"Holiday Shores","Illinois\"
9792,"Cache","Oklahoma\"
9793,"Rose Hills","California\"
9794,"Moundville","Alabama\"
9795,"Eldora","Iowa\"
9796,"Salina","Utah\"
9797,"Richgrove","California\"
9798,"Glenwood","Minnesota\"
9799,"Pearl River","Louisiana\"
9800,"Delavan Lake","Wisconsin\"
9801,"Centreville","Alabama\"
9802,"Trenton","Illinois\"
9803,"Sandusky","Michigan\"
9804,"Irrigon","Oregon\"
9805,"Hayward","Wisconsin\"
9806,"Van","Texas\"
9807,"Clarkson Valley","Missouri\"
9808,"Arnold","California\"
9809,"White Mountain Lake","Arizona\"
9810,"Inez","Texas\"
9811,"Marietta","Pennsylvania\"
9812,"Ayer","Massachusetts\"
9813,"Hampton Beach","New Hampshire\"
9814,"Lexington Hills","California\"
9815,"Eutaw","Alabama\"
9816,"Barnesville","Minnesota\"
9817,"Hoxie","Arkansas\"
9818,"East Newark","New Jersey\"
9819,"Reinholds","Pennsylvania\"
9820,"McConnelsville","Ohio\"
9821,"Zephyrhills North","Florida\"
9822,"Devola","Ohio\"
9823,"Davis Junction","Illinois\"
9824,"Peapack and Gladstone","New Jersey\"
9825,"Mountain City","Tennessee\"
9826,"Missouri Valley","Iowa\"
9827,"Moorefield","West Virginia\"
9828,"Essex Village","Connecticut\"
9829,"Monticello","Georgia\"
9830,"Winthrop","Maine\"
9831,"Fairview","Oklahoma\"
9832,"Dennison","Ohio\"
9833,"Gray Summit","Missouri\"
9834,"H. Rivera Colón","Puerto Rico\"
9835,"Juneau","Wisconsin\"
9836,"Pemberton Heights","New Jersey\"
9837,"Jackson","Alabama\"
9838,"Castle Point","Missouri\"
9839,"Dayton","Washington\"
9840,"Bawcomville","Louisiana\"
9841,"New Town","North Dakota\"
9842,"Hartford","Michigan\"
9843,"Bourg","Louisiana\"
9844,"Rancho Santa Fe","California\"
9845,"Okolona","Mississippi\"
9846,"Westminster","South Carolina\"
9847,"Garland","Utah\"
9848,"Okanogan","Washington\"
9849,"East Prospect","Pennsylvania\"
9850,"Deenwood","Georgia\"
9851,"North Hartsville","South Carolina\"
9852,"Vergennes","Vermont\"
9853,"Wales","Wisconsin\"
9854,"Roosevelt Gardens","Florida\"
9855,"Rockville","Minnesota\"
9856,"Dublin","Virginia\"
9857,"Skippers Corner","North Carolina\"
9858,"Chuluota","Florida\"
9859,"Dillsburg","Pennsylvania\"
9860,"Curwensville","Pennsylvania\"
9861,"Kachina Village","Arizona\"
9862,"Claryville","Kentucky\"
9863,"Eminence","Kentucky\"
9864,"Kilauea","Hawaii\"
9865,"Vado","New Mexico\"
9866,"Chauvin","Louisiana\"
9867,"Centerville","Indiana\"
9868,"Wright-Patterson AFB","Ohio\"
9869,"Hartford","Alabama\"
9870,"Pennington","New Jersey\"
9871,"Glenrock","Wyoming\"
9872,"Escobares","Texas\"
9873,"Brooks","Kentucky\"
9874,"Maine","Wisconsin\"
9875,"Ruidoso Downs","New Mexico\"
9876,"St. Paul","Missouri\"
9877,"La Fermina","Puerto Rico\"
9878,"Arlington Heights","Washington\"
